"plec","waga","wiek","wojewodztwo","podregion66","godzin_internetu","rok","woj_id"
"mężczyzna",1.3504887856001,"35-44 lata","Lubelskie","LUBELSKI",6,"2009","15"
"mężczyzna",1.3145147897853,"do 24 lat","Lubelskie","LUBELSKI",5,"2009","15"
"mężczyzna",1.02791291379943,"25-34 lata","Lubelskie","LUBELSKI",3,"2009","15"
"kobieta",1.14095029749445,"25-34 lata","Lubelskie","LUBELSKI",25,"2009","15"
"kobieta",0.446704871946806,"45-59 lat","Lubelskie","LUBELSKI",7,"2009","15"
"mężczyzna",0.451789246396789,"45-59 lat","Lubelskie","LUBELSKI",1,"2009","15"
"mężczyzna",1.01250155220389,"do 24 lat","Lubelskie","LUBELSKI",4,"2009","15"
"mężczyzna",1.01250155220389,"do 24 lat","Lubelskie","LUBELSKI",7,"2009","15"
"kobieta",0.658621969834818,"35-44 lata","Lubelskie","LUBELSKI",7,"2009","15"
"mężczyzna",1.05186442014715,"25-34 lata","Lubelskie","LUBELSKI",4,"2009","15"
"kobieta",0.653448883277094,"25-34 lata","Lubelskie","LUBELSKI",2,"2009","15"
"mężczyzna",1.73793078454317,"35-44 lata","Lubelskie","LUBELSKI",3,"2009","15"
"kobieta",1.66120026378958,"35-44 lata","Lubelskie","LUBELSKI",1,"2009","15"
"kobieta",2.23267791797553,"do 24 lat","Lubelskie","LUBELSKI",10,"2009","15"
"kobieta",0.632393605710422,"25-34 lata","Lubelskie","LUBELSKI",10,"2009","15"
"mężczyzna",0.499008382227449,"25-34 lata","Lubelskie","LUBELSKI",3,"2009","15"
"kobieta",0.309998573812426,"25-34 lata","Lubelskie","LUBELSKI",50,"2009","15"
"kobieta",0.476918992457922,"45-59 lat","Lubelskie","LUBELSKI",10,"2009","15"
"mężczyzna",0.62751947421779,"do 24 lat","Lubelskie","LUBELSKI",10,"2009","15"
"mężczyzna",0.62751947421779,"do 24 lat","Lubelskie","LUBELSKI",4,"2009","15"
"mężczyzna",0,"25-34 lata","Lubelskie","LUBELSKI",4,"2009","15"
"kobieta",0.655255752655492,"45-59 lat","Lubelskie","LUBELSKI",1,"2009","15"
"kobieta",0.403182070052822,"45-59 lat","Lubelskie","LUBELSKI",3,"2009","15"
"kobieta",0.485639385904117,"do 24 lat","Lubelskie","LUBELSKI",6,"2009","15"
"kobieta",0.41253171518212,"35-44 lata","Lubelskie","LUBELSKI",3,"2009","15"
"kobieta",2.49263473015576,"25-34 lata","Lubelskie","LUBELSKI",2,"2009","15"
"mężczyzna",1.15688721693841,"25-34 lata","Lubelskie","LUBELSKI",9,"2009","15"
"mężczyzna",1.31692654139257,"25-34 lata","Lubelskie","PUŁAWSKI",19,"2009","15"
"kobieta",1.16182909095067,"25-34 lata","Lubelskie","PUŁAWSKI",10,"2009","15"
"kobieta",0.977839173607803,"do 24 lat","Lubelskie","PUŁAWSKI",15,"2009","15"
"kobieta",0.523751860032003,"45-59 lat","Lubelskie","PUŁAWSKI",1,"2009","15"
"mężczyzna",0.972384013906501,"25-34 lata","Lubelskie","PUŁAWSKI",1,"2009","15"
"kobieta",0.758880001240463,"25-34 lata","Lubelskie","PUŁAWSKI",7,"2009","15"
"mężczyzna",0.860186083217524,"25-34 lata","Lubelskie","PUŁAWSKI",5,"2009","15"
"mężczyzna",0.610430133392188,"do 24 lat","Lubelskie","PUŁAWSKI",14,"2009","15"
"mężczyzna",0.525144092297944,"45-59 lat","Lubelskie","PUŁAWSKI",2,"2009","15"
"kobieta",0.463896934027212,"45-59 lat","Lubelskie","PUŁAWSKI",2,"2009","15"
"mężczyzna",0.758926043071689,"45-59 lat","Lubelskie","PUŁAWSKI",15,"2009","15"
"mężczyzna",0.868251826323715,"25-34 lata","Lubelskie","PUŁAWSKI",10,"2009","15"
"kobieta",0.670413071891901,"45-59 lat","Lubelskie","PUŁAWSKI",10,"2009","15"
"mężczyzna",0.396976699875633,"65+ lat","Lubelskie","PUŁAWSKI",4,"2009","15"
"kobieta",0.396422969685755,"65+ lat","Lubelskie","PUŁAWSKI",6,"2009","15"
"mężczyzna",2.56043196905524,"25-34 lata","Lubelskie","PUŁAWSKI",5,"2009","15"
"kobieta",2.25888404182955,"25-34 lata","Lubelskie","PUŁAWSKI",6,"2009","15"
"kobieta",0.866227974209298,"35-44 lata","Lubelskie","PUŁAWSKI",3,"2009","15"
"mężczyzna",0.906238877617127,"35-44 lata","Lubelskie","PUŁAWSKI",30,"2009","15"
"mężczyzna",1.17219855102563,"do 24 lat","Lubelskie","PUŁAWSKI",6,"2009","15"
"mężczyzna",1.38932919496058,"25-34 lata","Lubelskie","PUŁAWSKI",20,"2009","15"
"kobieta",0.679957014831314,"do 24 lat","Lubelskie","PUŁAWSKI",8,"2009","15"
"mężczyzna",0.740968370778962,"25-34 lata","Lubelskie","PUŁAWSKI",8,"2009","15"
"kobieta",0.572132262891545,"45-59 lat","Lubelskie","PUŁAWSKI",2,"2009","15"
"kobieta",1.44204093481762,"35-44 lata","Lubelskie","PUŁAWSKI",3,"2009","15"
"mężczyzna",2.06458445642397,"do 24 lat","Lubelskie","PUŁAWSKI",8,"2009","15"
"mężczyzna",1.44888779053363,"do 24 lat","Lubelskie","PUŁAWSKI",10,"2009","15"
"kobieta",1.30859516240879,"do 24 lat","Lubelskie","PUŁAWSKI",9,"2009","15"
"mężczyzna",1.44888779053363,"do 24 lat","Lubelskie","PUŁAWSKI",7,"2009","15"
"mężczyzna",0.638921250387052,"do 24 lat","Lubelskie","PUŁAWSKI",15,"2009","15"
"mężczyzna",0.491111318444773,"45-59 lat","Lubelskie","PUŁAWSKI",3,"2009","15"
"mężczyzna",1.83595413882796,"do 24 lat","Lubelskie","PUŁAWSKI",6,"2009","15"
"kobieta",1.82346293081217,"do 24 lat","Lubelskie","PUŁAWSKI",5,"2009","15"
"mężczyzna",1.83595413882796,"do 24 lat","Lubelskie","PUŁAWSKI",14,"2009","15"
"mężczyzna",1.83595413882796,"do 24 lat","Lubelskie","PUŁAWSKI",6,"2009","15"
"kobieta",0.384561766103245,"60-64 lata","Lubelskie","PUŁAWSKI",2,"2009","15"
"mężczyzna",1.32005510851359,"45-59 lat","Lubelskie","PUŁAWSKI",1,"2009","15"
"kobieta",0.700044336443646,"do 24 lat","Lubelskie","PUŁAWSKI",12,"2009","15"
"mężczyzna",0.722689250013534,"do 24 lat","Lubelskie","PUŁAWSKI",10,"2009","15"
"mężczyzna",0.359052757191753,"45-59 lat","Lubelskie","PUŁAWSKI",14,"2009","15"
"mężczyzna",0.389286073665021,"65+ lat","Lubelskie","PUŁAWSKI",12,"2009","15"
"kobieta",3.48621262092222,"35-44 lata","Lubelskie","PUŁAWSKI",7,"2009","15"
"mężczyzna",0.51095802229789,"25-34 lata","Lubelskie","PUŁAWSKI",10,"2009","15"
"mężczyzna",0.359052757191753,"45-59 lat","Lubelskie","PUŁAWSKI",10,"2009","15"
"kobieta",0.399895946657883,"45-59 lat","Lubelskie","PUŁAWSKI",5,"2009","15"
"kobieta",1.52184558403273,"25-34 lata","Lubelskie","PUŁAWSKI",3,"2009","15"
"kobieta",1.17021207495585,"65+ lat","Lubelskie","PUŁAWSKI",8,"2009","15"
"mężczyzna",0.750529036596433,"45-59 lat","Lubelskie","PUŁAWSKI",10,"2009","15"
"mężczyzna",0.718105514383506,"45-59 lat","Lubelskie","PUŁAWSKI",4,"2009","15"
"mężczyzna",1.00507901413775,"do 24 lat","Lubelskie","PUŁAWSKI",16,"2009","15"
"kobieta",0.76381070890333,"45-59 lat","Lubelskie","PUŁAWSKI",4,"2009","15"
"kobieta",0.907759416316941,"do 24 lat","Lubelskie","PUŁAWSKI",2,"2009","15"
"mężczyzna",0.864654737168414,"45-59 lat","Lubelskie","PUŁAWSKI",30,"2009","15"
"kobieta",1.079039753984,"do 24 lat","Lubelskie","PUŁAWSKI",4,"2009","15"
"mężczyzna",1.08643146426587,"do 24 lat","Lubelskie","PUŁAWSKI",10,"2009","15"
"kobieta",1.079039753984,"do 24 lat","Lubelskie","PUŁAWSKI",11,"2009","15"
"kobieta",1.5076456830809,"do 24 lat","Lubelskie","PUŁAWSKI",2,"2009","15"
"kobieta",1.5076456830809,"do 24 lat","Lubelskie","PUŁAWSKI",2,"2009","15"
"kobieta",0.486793054652748,"25-34 lata","Lubelskie","PUŁAWSKI",4,"2009","15"
"mężczyzna",0.626516905078409,"do 24 lat","Lubelskie","PUŁAWSKI",8,"2009","15"
"mężczyzna",0.626516905078409,"do 24 lat","Lubelskie","PUŁAWSKI",7,"2009","15"
"kobieta",0.460913929971287,"25-34 lata","Lubelskie","PUŁAWSKI",12,"2009","15"
"kobieta",0.284696682779295,"25-34 lata","Lubelskie","PUŁAWSKI",2,"2009","15"
"kobieta",2.77319902847497,"do 24 lat","Lubelskie","PUŁAWSKI",18,"2009","15"
"kobieta",2.16948927877713,"25-34 lata","Lubelskie","PUŁAWSKI",12,"2009","15"
"kobieta",2.77319902847497,"do 24 lat","Lubelskie","PUŁAWSKI",17,"2009","15"
"mężczyzna",0.459376212080255,"45-59 lat","Lubelskie","BIALSKI",10,"2009","15"
"kobieta",0.372967438271122,"35-44 lata","Lubelskie","BIALSKI",1,"2009","15"
"mężczyzna",0.387299844903655,"45-59 lat","Lubelskie","BIALSKI",1,"2009","15"
"kobieta",0.342129356978023,"45-59 lat","Lubelskie","BIALSKI",2,"2009","15"
"mężczyzna",0.450199287310533,"do 24 lat","Lubelskie","BIALSKI",5,"2009","15"
"mężczyzna",0.450199287310533,"do 24 lat","Lubelskie","BIALSKI",8,"2009","15"
"kobieta",0.712041578803088,"45-59 lat","Lubelskie","BIALSKI",14,"2009","15"
"mężczyzna",0.936957337414766,"do 24 lat","Lubelskie","BIALSKI",10,"2009","15"
"kobieta",0.476691551990212,"25-34 lata","Lubelskie","BIALSKI",9,"2009","15"
"kobieta",0.744606975272181,"35-44 lata","Lubelskie","BIALSKI",2,"2009","15"
"mężczyzna",1.26024737178443,"25-34 lata","Lubelskie","BIALSKI",3,"2009","15"
"kobieta",0.662275552724219,"25-34 lata","Lubelskie","BIALSKI",0,"2009","15"
"mężczyzna",0.658974567509453,"35-44 lata","Lubelskie","BIALSKI",2,"2009","15"
"mężczyzna",1.00639434681142,"do 24 lat","Lubelskie","BIALSKI",82,"2009","15"
"mężczyzna",0.778053925465069,"35-44 lata","Lubelskie","BIALSKI",2,"2009","15"
"kobieta",0.743702451843099,"35-44 lata","Lubelskie","BIALSKI",32,"2009","15"
"mężczyzna",1.22376715480767,"25-34 lata","Lubelskie","BIALSKI",5,"2009","15"
"mężczyzna",1.53071255142755,"45-59 lat","Lubelskie","PUŁAWSKI",20,"2009","15"
"kobieta",0.514509621694274,"45-59 lat","Lubelskie","LUBELSKI",20,"2009","15"
"mężczyzna",3.07057423915266,"35-44 lata","Lubelskie","LUBELSKI",0,"2009","15"
"kobieta",2.19513107648332,"35-44 lata","Lubelskie","LUBELSKI",3,"2009","15"
"mężczyzna",2.62769293257587,"35-44 lata","Lubelskie","LUBELSKI",4,"2009","15"
"kobieta",1.14288455901502,"25-34 lata","Lubelskie","LUBELSKI",10,"2009","15"
"mężczyzna",1.83971483540267,"25-34 lata","Lubelskie","LUBELSKI",14,"2009","15"
"kobieta",0.585120857246996,"25-34 lata","Lubelskie","LUBELSKI",0,"2009","15"
"kobieta",0.378767295933662,"60-64 lata","Lubelskie","LUBELSKI",1,"2009","15"
"kobieta",0.942696989219002,"35-44 lata","Lubelskie","LUBELSKI",0,"2009","15"
"mężczyzna",0.638344571309094,"45-59 lat","Lubelskie","LUBELSKI",1,"2009","15"
"kobieta",0.824817125344299,"do 24 lat","Lubelskie","LUBELSKI",10,"2009","15"
"kobieta",0.896975887855601,"25-34 lata","Lubelskie","LUBELSKI",2,"2009","15"
"mężczyzna",1.16872093681265,"35-44 lata","Lubelskie","LUBELSKI",3,"2009","15"
"kobieta",1.11712131705879,"35-44 lata","Lubelskie","LUBELSKI",2,"2009","15"
"mężczyzna",0.692874928943006,"35-44 lata","Lubelskie","LUBELSKI",10,"2009","15"
"kobieta",0.662284151895743,"35-44 lata","Lubelskie","LUBELSKI",1,"2009","15"
"kobieta",1.37741167833732,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",3,"2009","15"
"kobieta",1.23724868311873,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",10,"2009","15"
"mężczyzna",1.36989235608358,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",5,"2009","15"
"mężczyzna",2.96710008762029,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",2,"2009","15"
"mężczyzna",2.68185415617926,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",1,"2009","15"
"kobieta",2.36600605984651,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",10,"2009","15"
"mężczyzna",0.764133001721914,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",25,"2009","15"
"kobieta",0.690143678186219,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",5,"2009","15"
"mężczyzna",0.657372415369201,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",4,"2009","15"
"mężczyzna",0.810160424943326,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",2,"2009","15"
"kobieta",0.774391433644116,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",5,"2009","15"
"kobieta",1.04079363089445,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",7,"2009","15"
"mężczyzna",0.500403651307425,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",2,"2009","15"
"kobieta",0.438957729519512,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",15,"2009","15"
"mężczyzna",0.706595465426898,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",6,"2009","15"
"mężczyzna",0.437407619561992,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",2,"2009","15"
"kobieta",0.432485093893837,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",3,"2009","15"
"kobieta",0.565182679259223,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",5,"2009","15"
"kobieta",1.23267641110779,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",3,"2009","15"
"kobieta",1.65673547267947,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",14,"2009","15"
"kobieta",1.65673547267947,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",8,"2009","15"
"mężczyzna",1.44485082548512,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",4,"2009","15"
"mężczyzna",0.55025043732128,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",1,"2009","15"
"kobieta",0.525956602843074,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",0,"2009","15"
"mężczyzna",0.711735923928363,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",6,"2009","15"
"mężczyzna",1.03641602557453,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",2,"2009","15"
"kobieta",0.990657734688649,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",6,"2009","15"
"kobieta",0.575352063500321,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",1,"2009","15"
"mężczyzna",0.601927465439928,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",2,"2009","15"
"kobieta",0.616892843373962,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",2,"2009","15"
"mężczyzna",0.834792823801144,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",10,"2009","15"
"kobieta",0.524247096370613,"35-44 lata","Lubelskie","BIALSKI",3,"2009","15"
"kobieta",0.677893791551215,"do 24 lat","Lubelskie","BIALSKI",5,"2009","15"
"kobieta",0.565308146226175,"45-59 lat","Lubelskie","BIALSKI",1,"2009","15"
"mężczyzna",1.10108837783504,"do 24 lat","Lubelskie","BIALSKI",30,"2009","15"
"mężczyzna",0.790172446369582,"45-59 lat","Lubelskie","BIALSKI",0,"2009","15"
"kobieta",0.880056626935145,"45-59 lat","Lubelskie","BIALSKI",0,"2009","15"
"kobieta",0.388189171772234,"45-59 lat","Lubelskie","BIALSKI",5,"2009","15"
"mężczyzna",0.510808222514993,"do 24 lat","Lubelskie","BIALSKI",15,"2009","15"
"kobieta",0.898530331955445,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",14,"2009","15"
"mężczyzna",1.01716105746824,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",7,"2009","15"
"kobieta",0.505278486421626,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",15,"2009","15"
"mężczyzna",0.571989148762581,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",7,"2009","15"
"mężczyzna",0.390326087129479,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",15,"2009","15"
"kobieta",0.43472669981359,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",10,"2009","15"
"mężczyzna",0.788676402027233,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",18,"2009","15"
"kobieta",0.696693669717327,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",8,"2009","15"
"mężczyzna",0.845496640682002,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",0,"2009","15"
"mężczyzna",0.416310745886642,"60-64 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",8,"2009","15"
"kobieta",0.466966192927862,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",2,"2009","15"
"mężczyzna",1.18235312757163,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",25,"2009","15"
"mężczyzna",1.01716105746824,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",2,"2009","15"
"kobieta",0.898530331955445,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",5,"2009","15"
"kobieta",0.568468791829215,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",2,"2009","15"
"mężczyzna",0.614127035222248,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",1,"2009","15"
"mężczyzna",0.713864353359686,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",12,"2009","15"
"kobieta",1.15617336496213,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",2,"2009","15"
"mężczyzna",1.56584294078734,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",20,"2009","15"
"kobieta",1.26692340900082,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",4,"2009","15"
"mężczyzna",2.17825398289568,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",10,"2009","15"
"kobieta",1.92171603044574,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",5,"2009","15"
"kobieta",1.17940505728572,"60-64 lata","Lubelskie","LUBELSKI",2,"2009","15"
"mężczyzna",3.79394693386577,"do 24 lat","Lubelskie","LUBELSKI",30,"2009","15"
"kobieta",1.01855913270761,"do 24 lat","Lubelskie","LUBELSKI",1,"2009","15"
"kobieta",0.898062620959518,"45-59 lat","Lubelskie","LUBELSKI",1,"2009","15"
"mężczyzna",1.68116207180442,"35-44 lata","Lubelskie","LUBELSKI",10,"2009","15"
"mężczyzna",2.01071488520975,"do 24 lat","Lubelskie","LUBELSKI",14,"2009","15"
"kobieta",1.40441489967702,"35-44 lata","Lubelskie","LUBELSKI",5,"2009","15"
"kobieta",0.655469467090143,"45-59 lat","Lubelskie","LUBELSKI",5,"2009","15"
"kobieta",2.38335669408049,"35-44 lata","Lubelskie","LUBELSKI",2,"2009","15"
"kobieta",3.08187249135565,"do 24 lat","Lubelskie","LUBELSKI",3,"2009","15"
"mężczyzna",0.486787333251805,"45-59 lat","Lubelskie","LUBELSKI",3,"2009","15"
"kobieta",0.542160663664976,"45-59 lat","Lubelskie","LUBELSKI",1,"2009","15"
"kobieta",0.544266234971239,"35-44 lata","Lubelskie","LUBELSKI",3,"2009","15"
"kobieta",1.36585597225146,"do 24 lat","Lubelskie","LUBELSKI",12,"2009","15"
"kobieta",1.36585597225146,"do 24 lat","Lubelskie","LUBELSKI",10,"2009","15"
"kobieta",1.56162167684917,"do 24 lat","Lubelskie","LUBELSKI",4,"2009","15"
"kobieta",1.20767536201132,"35-44 lata","Lubelskie","LUBELSKI",1,"2009","15"
"mężczyzna",1.44565399743156,"35-44 lata","Lubelskie","LUBELSKI",14,"2009","15"
"mężczyzna",1.46531679375851,"35-44 lata","Lubelskie","LUBELSKI",1,"2009","15"
"kobieta",1.52174506607102,"25-34 lata","Lubelskie","LUBELSKI",20,"2009","15"
"kobieta",1.88131325145868,"25-34 lata","Lubelskie","LUBELSKI",40,"2009","15"
"mężczyzna",2.13245766730102,"25-34 lata","Lubelskie","LUBELSKI",40,"2009","15"
"kobieta",0.899962321754414,"35-44 lata","Lubelskie","LUBELSKI",3,"2009","15"
"mężczyzna",1.07730452160816,"35-44 lata","Lubelskie","LUBELSKI",6,"2009","15"
"kobieta",4.09756791675438,"do 24 lat","Lubelskie","LUBELSKI",7,"2009","15"
"kobieta",4.09756791675438,"do 24 lat","Lubelskie","LUBELSKI",28,"2009","15"
"mężczyzna",0.961546321572776,"25-34 lata","Lubelskie","LUBELSKI",10,"2009","15"
"mężczyzna",0.951571529080743,"45-59 lat","Lubelskie","LUBELSKI",10,"2009","15"
"kobieta",1.07604351851184,"do 24 lat","Lubelskie","LUBELSKI",30,"2009","15"
"kobieta",0.905409018845064,"45-59 lat","Lubelskie","LUBELSKI",20,"2009","15"
"kobieta",1.07604351851184,"do 24 lat","Lubelskie","LUBELSKI",40,"2009","15"
"mężczyzna",2.13245766730102,"25-34 lata","Lubelskie","LUBELSKI",5,"2009","15"
"kobieta",1.88131325145868,"25-34 lata","Lubelskie","LUBELSKI",0,"2009","15"
"kobieta",2.04909522931779,"45-59 lat","Lubelskie","LUBELSKI",12,"2009","15"
"mężczyzna",2.69635210623137,"do 24 lat","Lubelskie","LUBELSKI",8,"2009","15"
"kobieta",2.43527024396487,"do 24 lat","Lubelskie","LUBELSKI",10,"2009","15"
"mężczyzna",0.951571529080743,"45-59 lat","Lubelskie","LUBELSKI",20,"2009","15"
"kobieta",0.840590461516818,"45-59 lat","Lubelskie","LUBELSKI",2,"2009","15"
"mężczyzna",0.786248136546653,"35-44 lata","Lubelskie","LUBELSKI",7,"2009","15"
"kobieta",0.656818647708352,"35-44 lata","Lubelskie","LUBELSKI",3,"2009","15"
"mężczyzna",2.13245766730102,"25-34 lata","Lubelskie","LUBELSKI",15,"2009","15"
"kobieta",1.88131325145868,"25-34 lata","Lubelskie","LUBELSKI",10,"2009","15"
"mężczyzna",0.483711033972029,"45-59 lat","Lubelskie","LUBELSKI",1,"2009","15"
"kobieta",0.427296181263295,"45-59 lat","Lubelskie","LUBELSKI",5,"2009","15"
"kobieta",0.5078249470027,"do 24 lat","Lubelskie","LUBELSKI",20,"2009","15"
"mężczyzna",1.86914552450761,"do 24 lat","Lubelskie","LUBELSKI",20,"2009","15"
"kobieta",1.33276604214048,"45-59 lat","Lubelskie","LUBELSKI",1,"2009","15"
"mężczyzna",1.64722056974266,"25-34 lata","Lubelskie","LUBELSKI",8,"2009","15"
"kobieta",1.75107758633474,"25-34 lata","Lubelskie","LUBELSKI",15,"2009","15"
"mężczyzna",1.75639353971302,"do 24 lat","Lubelskie","LUBELSKI",80,"2009","15"
"kobieta",1.58632580430525,"do 24 lat","Lubelskie","LUBELSKI",20,"2009","15"
"kobieta",1.67672682530599,"35-44 lata","Lubelskie","LUBELSKI",1,"2009","15"
"mężczyzna",2.36268675382493,"25-34 lata","Lubelskie","LUBELSKI",35,"2009","15"
"kobieta",2.16465030171689,"25-34 lata","Lubelskie","LUBELSKI",7,"2009","15"
"mężczyzna",3.0075432245086,"25-34 lata","Lubelskie","LUBELSKI",12,"2009","15"
"mężczyzna",0.988816250459835,"45-59 lat","Lubelskie","LUBELSKI",10,"2009","15"
"kobieta",0.873491358905463,"45-59 lat","Lubelskie","LUBELSKI",2,"2009","15"
"kobieta",3.15296241773152,"25-34 lata","Lubelskie","LUBELSKI",20,"2009","15"
"kobieta",0.728229892657556,"35-44 lata","Lubelskie","LUBELSKI",30,"2009","15"
"kobieta",0.941660004241697,"do 24 lat","Lubelskie","LUBELSKI",16,"2009","15"
"mężczyzna",0.896945564680408,"45-59 lat","Lubelskie","LUBELSKI",0,"2009","15"
"mężczyzna",2.71695584277518,"25-34 lata","Lubelskie","LUBELSKI",1,"2009","15"
"kobieta",1.92814080731444,"35-44 lata","Lubelskie","LUBELSKI",2,"2009","15"
"kobieta",2.24642524870183,"25-34 lata","Lubelskie","LUBELSKI",5,"2009","15"
"mężczyzna",0.445186245931895,"65+ lat","Lubelskie","LUBELSKI",0,"2009","15"
"kobieta",0.613536955692336,"do 24 lat","Lubelskie","LUBELSKI",2,"2009","15"
"mężczyzna",0.679313380956813,"do 24 lat","Lubelskie","LUBELSKI",1,"2009","15"
"mężczyzna",0.35108368752563,"45-59 lat","Lubelskie","LUBELSKI",6,"2009","15"
"mężczyzna",0.483278221773211,"25-34 lata","Lubelskie","LUBELSKI",20,"2009","15"
"kobieta",0.840590461516818,"45-59 lat","Lubelskie","LUBELSKI",10,"2009","15"
"kobieta",0.999009176463044,"do 24 lat","Lubelskie","LUBELSKI",7,"2009","15"
"kobieta",2.54663063849615,"do 24 lat","Lubelskie","LUBELSKI",20,"2009","15"
"kobieta",0.873491358905463,"45-59 lat","Lubelskie","LUBELSKI",2,"2009","15"
"mężczyzna",0.988816250459835,"45-59 lat","Lubelskie","LUBELSKI",14,"2009","15"
"mężczyzna",2.99283836475019,"45-59 lat","Lubelskie","LUBELSKI",2,"2009","15"
"kobieta",0.604591937930081,"do 24 lat","Lubelskie","LUBELSKI",2,"2009","15"
"kobieta",0.533068138510567,"45-59 lat","Lubelskie","LUBELSKI",8,"2009","15"
"mężczyzna",0.597650153255877,"60-64 lata","Lubelskie","LUBELSKI",15,"2009","15"
"kobieta",0.76031661329189,"do 24 lat","Lubelskie","LUBELSKI",20,"2009","15"
"mężczyzna",1.48251441153489,"25-34 lata","Lubelskie","LUBELSKI",15,"2009","15"
"kobieta",1.05209532293259,"35-44 lata","Lubelskie","LUBELSKI",3,"2009","15"
"kobieta",4.31135297336132,"25-34 lata","Lubelskie","LUBELSKI",12,"2009","15"
"mężczyzna",4.96528423793587,"do 24 lat","Lubelskie","LUBELSKI",30,"2009","15"
"kobieta",0.536358322926085,"60-64 lata","Lubelskie","LUBELSKI",4,"2009","15"
"kobieta",1.61366810212783,"25-34 lata","Lubelskie","LUBELSKI",6,"2009","15"
"kobieta",1.47991127902444,"45-59 lat","Lubelskie","LUBELSKI",1,"2009","15"
"kobieta",0.47866114697116,"45-59 lat","Lubelskie","LUBELSKI",0,"2009","15"
"mężczyzna",0.672158013412702,"do 24 lat","Lubelskie","LUBELSKI",20,"2009","15"
"mężczyzna",0.661546155291059,"25-34 lata","Lubelskie","LUBELSKI",23,"2009","15"
"kobieta",1.75107758633474,"25-34 lata","Lubelskie","LUBELSKI",5,"2009","15"
"mężczyzna",0.951571529080743,"45-59 lat","Lubelskie","LUBELSKI",20,"2009","15"
"kobieta",0.999009176463044,"do 24 lat","Lubelskie","LUBELSKI",20,"2009","15"
"kobieta",0.840590461516818,"45-59 lat","Lubelskie","LUBELSKI",1,"2009","15"
