"plec","waga","wiek","wojewodztwo","podregion66","godzin_internetu","rok","woj_id"
"mężczyzna",1.3414697072,"do 24 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",6,"2003","3"
"mężczyzna",1.3493910528,"35-44 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",0,"2003","3"
"kobieta",1.2789504,"35-44 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",0,"2003","3"
"mężczyzna",1.2578980176,"35-44 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",8,"2003","3"
"kobieta",1.3274352,"35-44 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",10,"2003","3"
"kobieta",1.53474048,"25-34 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",1,"2003","3"
"mężczyzna",1.61926926336,"25-34 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",2,"2003","3"
"mężczyzna",1.2924722944,"do 24 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",0,"2003","3"
"mężczyzna",1.2578980176,"35-44 lata","Mazowieckie","RADOMSKI",30,"2003","3"
"kobieta",1.53474048,"25-34 lata","Mazowieckie","RADOMSKI",5,"2003","3"
"mężczyzna",1.3414697072,"do 24 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",3,"2003","3"
"kobieta",1.23695404,"do 24 lat","Mazowieckie","WARSZAWSKI   ZACHODNI",7,"2003","3"
"mężczyzna",1.45357104256,"45-59 lat","Mazowieckie","WARSZAWSKI   ZACHODNI",1,"2003","3"
"kobieta",1.23695404,"do 24 lat","Mazowieckie","WARSZAWSKI   ZACHODNI",8,"2003","3"
"kobieta",1.53474048,"25-34 lata","Mazowieckie","RADOMSKI",2,"2003","3"
"mężczyzna",1.45357104256,"45-59 lat","Mazowieckie","M.WARSZAWA",3,"2003","3"
"kobieta",1.23695404,"do 24 lat","Mazowieckie","M.WARSZAWA",10,"2003","3"
"kobieta",1.41593088,"45-59 lat","Mazowieckie","M.WARSZAWA",3,"2003","3"
"kobieta",1.59292224,"25-34 lata","Mazowieckie","M.WARSZAWA",16,"2003","3"
"kobieta",1.23695404,"do 24 lat","Mazowieckie","M.WARSZAWA",2,"2003","3"
"kobieta",1.2253248,"35-44 lata","Mazowieckie","M.WARSZAWA",1,"2003","3"
"kobieta",1.41593088,"45-59 lat","Mazowieckie","M.WARSZAWA",0,"2003","3"
"mężczyzna",1.45357104256,"45-59 lat","Mazowieckie","M.WARSZAWA",2,"2003","3"
"mężczyzna",1.4005462464,"35-44 lata","Mazowieckie","M.WARSZAWA",1,"2003","3"
"kobieta",1.2253248,"35-44 lata","Mazowieckie","M.WARSZAWA",5,"2003","3"
"mężczyzna",1.3414697072,"do 24 lat","Mazowieckie","M.WARSZAWA",1,"2003","3"
"mężczyzna",1.4005462464,"35-44 lata","Mazowieckie","M.WARSZAWA",10,"2003","3"
"kobieta",1.3274352,"35-44 lata","Mazowieckie","M.WARSZAWA",8,"2003","3"
"kobieta",1.23695404,"do 24 lat","Mazowieckie","M.WARSZAWA",2,"2003","3"
"mężczyzna",1.68065549568,"25-34 lata","Mazowieckie","M.WARSZAWA",0,"2003","3"
"mężczyzna",1.3414697072,"do 24 lat","Mazowieckie","M.WARSZAWA",3,"2003","3"
"kobieta",1.59292224,"25-34 lata","Mazowieckie","M.WARSZAWA",2,"2003","3"
"mężczyzna",1.2578980176,"45-59 lat","Mazowieckie","M.WARSZAWA",0,"2003","3"
"kobieta",1.23695404,"do 24 lat","Mazowieckie","M.WARSZAWA",1,"2003","3"
"kobieta",1.59292224,"25-34 lata","Mazowieckie","M.WARSZAWA",2,"2003","3"
"mężczyzna",1.68065549568,"25-34 lata","Mazowieckie","M.WARSZAWA",40,"2003","3"
"kobieta",1.59292224,"25-34 lata","Mazowieckie","M.WARSZAWA",20,"2003","3"
"mężczyzna",1.68065549568,"25-34 lata","Mazowieckie","M.WARSZAWA",15,"2003","3"
"mężczyzna",1.3414697072,"do 24 lat","Mazowieckie","M.WARSZAWA",3,"2003","3"
"kobieta",1.41593088,"45-59 lat","Mazowieckie","M.WARSZAWA",9,"2003","3"
"mężczyzna",1.3414697072,"do 24 lat","Mazowieckie","M.WARSZAWA",5,"2003","3"
"kobieta",1.3274352,"35-44 lata","Mazowieckie","M.WARSZAWA",10,"2003","3"
"mężczyzna",1.3414697072,"do 24 lat","Mazowieckie","M.WARSZAWA",1,"2003","3"
"mężczyzna",1.61926926336,"25-34 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",12,"2003","3"
"mężczyzna",1.3493910528,"35-44 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",1,"2003","3"
"mężczyzna",1.2924722944,"do 24 lat","Mazowieckie","WARSZAWSKI   ZACHODNI",20,"2003","3"
"mężczyzna",1.2924722944,"do 24 lat","Mazowieckie","WARSZAWSKI   ZACHODNI",18,"2003","3"
"mężczyzna",1.3414697072,"25-34 lata","Mazowieckie","WARSZAWSKI WSCHODNI",2,"2003","3"
"kobieta",1.23695404,"do 24 lat","Mazowieckie","WARSZAWSKI WSCHODNI",2,"2003","3"
"mężczyzna",1.45357104256,"45-59 lat","Mazowieckie","WARSZAWSKI WSCHODNI",5,"2003","3"
"mężczyzna",1.68065549568,"25-34 lata","Mazowieckie","WARSZAWSKI WSCHODNI",0,"2003","3"
"kobieta",1.23695404,"do 24 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",2,"2003","3"
"mężczyzna",1.3414697072,"do 24 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",8,"2003","3"
"mężczyzna",1.3414697072,"do 24 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",4,"2003","3"
"mężczyzna",1.4005462464,"35-44 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",20,"2003","3"
"kobieta",1.19177408,"25-34 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",1,"2003","3"
"kobieta",1.23695404,"do 24 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",0,"2003","3"
"kobieta",1.59292224,"25-34 lata","Mazowieckie","RADOMSKI",4,"2003","3"
"mężczyzna",1.68065549568,"25-34 lata","Mazowieckie","RADOMSKI",1,"2003","3"
"kobieta",1.23695404,"do 24 lat","Mazowieckie","RADOMSKI",2,"2003","3"
"mężczyzna",1.3414697072,"do 24 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",2,"2003","3"
"mężczyzna",0.654106969152,"45-59 lat","Opolskie","NYSKI",10,"2003","0"
"kobieta",0.556629318,"do 24 lat","Opolskie","NYSKI",25,"2003","0"
"kobieta",0.637168896,"45-59 lat","Opolskie","NYSKI",5,"2003","0"
"mężczyzna",0.756294973056,"25-34 lata","Opolskie","NYSKI",18,"2003","0"
"kobieta",0.716815008,"25-34 lata","Opolskie","NYSKI",1,"2003","0"
"mężczyzna",0.756294973056,"25-34 lata","Opolskie","NYSKI",10,"2003","0"
"kobieta",0.556629318,"do 24 lat","Opolskie","NYSKI",2,"2003","0"
"kobieta",0.536298336,"do 24 lat","Opolskie","NYSKI",4,"2003","0"
"kobieta",0.556629318,"do 24 lat","Opolskie","OPOLSKI",0,"2003","0"
"mężczyzna",0.756294973056,"25-34 lata","Opolskie","OPOLSKI",0,"2003","0"
"mężczyzna",0.60366136824,"do 24 lat","Opolskie","OPOLSKI",5,"2003","0"
"kobieta",0.716815008,"25-34 lata","Opolskie","NYSKI",6,"2003","0"
"mężczyzna",0.756294973056,"25-34 lata","Opolskie","NYSKI",4,"2003","0"
"kobieta",0.556629318,"do 24 lat","Opolskie","OPOLSKI",6,"2003","0"
"kobieta",0.637168896,"45-59 lat","Opolskie","OPOLSKI",40,"2003","0"
"kobieta",0.55139616,"35-44 lata","Opolskie","NYSKI",11,"2003","0"
"mężczyzna",0.60366136824,"do 24 lat","Opolskie","NYSKI",65,"2003","0"
"kobieta",0.536298336,"do 24 lat","Opolskie","NYSKI",0,"2003","0"
"mężczyzna",0.58161253248,"do 24 lat","Opolskie","NYSKI",0,"2003","0"
"kobieta",0.556629318,"do 24 lat","Opolskie","NYSKI",10,"2003","0"
"mężczyzna",0.58161253248,"do 24 lat","Opolskie","OPOLSKI",2,"2003","0"
"mężczyzna",0.728671168512,"25-34 lata","Opolskie","OPOLSKI",24,"2003","0"
"kobieta",0.690633216,"25-34 lata","Opolskie","OPOLSKI",2,"2003","0"
"mężczyzna",0.54537888384,"35-44 lata","Opolskie","OPOLSKI",2,"2003","0"
"mężczyzna",0.58161253248,"do 24 lat","Opolskie","OPOLSKI",3,"2003","0"
"kobieta",0.536298336,"do 24 lat","Opolskie","OPOLSKI",1,"2003","0"
"mężczyzna",0.60722597376,"35-44 lata","Opolskie","OPOLSKI",6,"2003","0"
"kobieta",0.690633216,"25-34 lata","Opolskie","OPOLSKI",1,"2003","0"
"mężczyzna",0.58161253248,"do 24 lat","Opolskie","NYSKI",3,"2003","0"
"kobieta",0.536298336,"25-34 lata","Opolskie","NYSKI",0,"2003","0"
"mężczyzna",0.728671168512,"25-34 lata","Opolskie","NYSKI",21,"2003","0"
"mężczyzna",0.63024581088,"35-44 lata","Opolskie","NYSKI",2,"2003","0"
"kobieta",0.690633216,"35-44 lata","Opolskie","NYSKI",1,"2003","0"
"mężczyzna",0.54537888384,"35-44 lata","Opolskie","OPOLSKI",0,"2003","0"
"kobieta",0.57552768,"35-44 lata","Opolskie","OPOLSKI",2,"2003","0"
"mężczyzna",0.756294973056,"25-34 lata","Opolskie","OPOLSKI",1,"2003","0"
"kobieta",0.716815008,"25-34 lata","Opolskie","OPOLSKI",2,"2003","0"
"kobieta",0.716815008,"25-34 lata","Opolskie","OPOLSKI",1,"2003","0"
"mężczyzna",0.63024581088,"35-44 lata","Opolskie","OPOLSKI",10,"2003","0"
"kobieta",0.59734584,"35-44 lata","Opolskie","OPOLSKI",3,"2003","0"
"kobieta",0.637168896,"45-59 lat","Opolskie","OPOLSKI",1,"2003","0"
"kobieta",0.556629318,"do 24 lat","Opolskie","OPOLSKI",3,"2003","0"
"mężczyzna",0.694178153424,"65+ lat","Opolskie","OPOLSKI",1,"2003","0"
"kobieta",0.5871348,"60-64 lata","Opolskie","OPOLSKI",2,"2003","0"
"mężczyzna",0.60366136824,"do 24 lat","Opolskie","OPOLSKI",1,"2003","0"
"mężczyzna",0,"25-34 lata","Opolskie","OPOLSKI",3,"2003","0"
"mężczyzna",0.756294973056,"25-34 lata","Opolskie","OPOLSKI",14,"2003","0"
"kobieta",0.637168896,"45-59 lat","Opolskie","OPOLSKI",1,"2003","0"
"kobieta",0.716815008,"25-34 lata","Opolskie","OPOLSKI",3,"2003","0"
"kobieta",0.637168896,"45-59 lat","Opolskie","OPOLSKI",30,"2003","0"
"mężczyzna",0.654106969152,"45-59 lat","Opolskie","OPOLSKI",4,"2003","0"
"kobieta",0.716815008,"25-34 lata","Opolskie","OPOLSKI",0,"2003","0"
"mężczyzna",0.60366136824,"do 24 lat","Opolskie","OPOLSKI",3,"2003","0"
"mężczyzna",0.654106969152,"45-59 lat","Opolskie","OPOLSKI",0,"2003","0"
"mężczyzna",0.60366136824,"25-34 lata","Opolskie","OPOLSKI",0,"2003","0"
"mężczyzna",0.56605410792,"35-44 lata","Opolskie","OPOLSKI",4,"2003","0"
"kobieta",0.55139616,"35-44 lata","Opolskie","OPOLSKI",0,"2003","0"
"mężczyzna",0.60366136824,"do 24 lat","Opolskie","OPOLSKI",3,"2003","0"
"mężczyzna",0.654106969152,"45-59 lat","Opolskie","OPOLSKI",2,"2003","0"
"kobieta",0.637168896,"45-59 lat","Opolskie","OPOLSKI",0,"2003","0"
"mężczyzna",0.60366136824,"do 24 lat","Opolskie","OPOLSKI",50,"2003","0"
"mężczyzna",0.654106969152,"45-59 lat","Opolskie","OPOLSKI",16,"2003","0"
"kobieta",0.637168896,"45-59 lat","Opolskie","OPOLSKI",4,"2003","0"
"kobieta",0.637168896,"45-59 lat","Opolskie","OPOLSKI",2,"2003","0"
"kobieta",0.59734584,"35-44 lata","Opolskie","OPOLSKI",2,"2003","0"
"mężczyzna",0.56605410792,"35-44 lata","Opolskie","OPOLSKI",2,"2003","0"
"kobieta",0.783165824,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",3,"2003","14"
"kobieta",0.87231456,"35-44 lata","Podkarpackie","KROŚNIEŃSKI",7,"2003","14"
"mężczyzna",0.92035896192,"35-44 lata","Podkarpackie","KROŚNIEŃSKI",6,"2003","14"
"kobieta",0.783165824,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",1,"2003","14"
"kobieta",0.84045312,"35-44 lata","Podkarpackie","TARNOBRZESKI",1,"2003","14"
"mężczyzna",0.79642630656,"35-44 lata","Podkarpackie","TARNOBRZESKI",3,"2003","14"
"mężczyzna",1.104430754304,"25-34 lata","Podkarpackie","PRZEMYSKI",10,"2003","14"
"kobieta",0.77580288,"35-44 lata","Podkarpackie","PRZEMYSKI",0,"2003","14"
"mężczyzna",0.88153723616,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",1,"2003","14"
"mężczyzna",0.955203827968,"45-59 lat","Podkarpackie","KROŚNIEŃSKI",2,"2003","14"
"kobieta",0.812855512,"25-34 lata","Podkarpackie","KROŚNIEŃSKI",15,"2003","14"
"kobieta",0.783165824,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",3,"2003","14"
"kobieta",0.783165824,"do 24 lat","Podkarpackie","RZESZOWSKI",8,"2003","14"
"mężczyzna",0,"do 24 lat","Podkarpackie","RZESZOWSKI",2,"2003","14"
"kobieta",0.930468864,"45-59 lat","Podkarpackie","KROŚNIEŃSKI",2,"2003","14"
"kobieta",0.930468864,"45-59 lat","Podkarpackie","PRZEMYSKI",0,"2003","14"
"mężczyzna",0.955203827968,"45-59 lat","Podkarpackie","PRZEMYSKI",7,"2003","14"
"kobieta",0.812855512,"do 24 lat","Podkarpackie","PRZEMYSKI",12,"2003","14"
"mężczyzna",0.84933893632,"do 24 lat","Podkarpackie","PRZEMYSKI",0,"2003","14"
"mężczyzna",0.84933893632,"do 24 lat","Podkarpackie","RZESZOWSKI",5,"2003","14"
"kobieta",0.896483328,"45-59 lat","Podkarpackie","RZESZOWSKI",1,"2003","14"
"kobieta",1.046777472,"25-34 lata","Podkarpackie","RZESZOWSKI",0,"2003","14"
"mężczyzna",1.104430754304,"25-34 lata","Podkarpackie","RZESZOWSKI",10,"2003","14"
"mężczyzna",0.88153723616,"do 24 lat","Podkarpackie","TARNOBRZESKI",5,"2003","14"
"mężczyzna",1.104430754304,"25-34 lata","Podkarpackie","TARNOBRZESKI",10,"2003","14"
"mężczyzna",0.920314843136,"45-59 lat","Podkarpackie","TARNOBRZESKI",0,"2003","14"
"kobieta",0.783165824,"do 24 lat","Podkarpackie","TARNOBRZESKI",2,"2003","14"
"kobieta",0.783165824,"do 24 lat","Podkarpackie","TARNOBRZESKI",4,"2003","14"
"mężczyzna",0.84933893632,"do 24 lat","Podkarpackie","TARNOBRZESKI",2,"2003","14"
"kobieta",0.812855512,"do 24 lat","Podkarpackie","TARNOBRZESKI",7,"2003","14"
"kobieta",0.930468864,"45-59 lat","Podkarpackie","TARNOBRZESKI",7,"2003","14"
"kobieta",0.812855512,"do 24 lat","Podkarpackie","TARNOBRZESKI",1,"2003","14"
"kobieta",0.783165824,"do 24 lat","Podkarpackie","PRZEMYSKI",0,"2003","14"
"kobieta",0.783165824,"do 24 lat","Podkarpackie","PRZEMYSKI",0,"2003","14"
"mężczyzna",0.84933893632,"do 24 lat","Podkarpackie","PRZEMYSKI",3,"2003","14"
"mężczyzna",0.88153723616,"do 24 lat","Podkarpackie","PRZEMYSKI",2,"2003","14"
"kobieta",0.812855512,"do 24 lat","Podkarpackie","PRZEMYSKI",0,"2003","14"
"kobieta",0.783165824,"do 24 lat","Podkarpackie","RZESZOWSKI",2,"2003","14"
"mężczyzna",0.84933893632,"do 24 lat","Podkarpackie","RZESZOWSKI",60,"2003","14"
"mężczyzna",0.84933893632,"do 24 lat","Podkarpackie","RZESZOWSKI",40,"2003","14"
"kobieta",0.783165824,"do 24 lat","Podkarpackie","RZESZOWSKI",1,"2003","14"
"kobieta",0.930468864,"45-59 lat","Podkarpackie","KROŚNIEŃSKI",1,"2003","14"
"kobieta",0.87231456,"35-44 lata","Podkarpackie","KROŚNIEŃSKI",0,"2003","14"
"mężczyzna",0.84933893632,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",10,"2003","14"
"kobieta",0.812855512,"do 24 lat","Podkarpackie","TARNOBRZESKI",0,"2003","14"
"mężczyzna",0.88153723616,"do 24 lat","Podkarpackie","TARNOBRZESKI",3,"2003","14"
"mężczyzna",0.92035896192,"35-44 lata","Podkarpackie","TARNOBRZESKI",7,"2003","14"
"kobieta",0.87231456,"35-44 lata","Podkarpackie","TARNOBRZESKI",9,"2003","14"
"mężczyzna",0.88153723616,"do 24 lat","Podkarpackie","TARNOBRZESKI",24,"2003","14"
"mężczyzna",1.104430754304,"25-34 lata","Podkarpackie","TARNOBRZESKI",0,"2003","14"
"kobieta",0.930468864,"45-59 lat","Podkarpackie","KROŚNIEŃSKI",1,"2003","14"
"kobieta",0.812855512,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",0,"2003","14"
"kobieta",0.812855512,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",8,"2003","14"
"mężczyzna",0.88153723616,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",5,"2003","14"
"mężczyzna",0.92035896192,"35-44 lata","Podkarpackie","RZESZOWSKI",10,"2003","14"
"kobieta",0.930468864,"45-59 lat","Podkarpackie","RZESZOWSKI",1,"2003","14"
"mężczyzna",0.88153723616,"do 24 lat","Podkarpackie","RZESZOWSKI",10,"2003","14"
"mężczyzna",1.104430754304,"25-34 lata","Podkarpackie","RZESZOWSKI",1,"2003","14"
"kobieta",0.812855512,"do 24 lat","Podkarpackie","RZESZOWSKI",0,"2003","14"
"mężczyzna",1.104430754304,"25-34 lata","Podkarpackie","RZESZOWSKI",4,"2003","14"
"mężczyzna",0.88153723616,"do 24 lat","Podkarpackie","RZESZOWSKI",40,"2003","14"
"mężczyzna",0.88153723616,"do 24 lat","Podkarpackie","RZESZOWSKI",4,"2003","14"
"kobieta",0.87231456,"35-44 lata","Podkarpackie","RZESZOWSKI",10,"2003","14"
"mężczyzna",0.92035896192,"35-44 lata","Podkarpackie","RZESZOWSKI",5,"2003","14"
"mężczyzna",0.92035896192,"35-44 lata","Podkarpackie","RZESZOWSKI",25,"2003","14"
"kobieta",1.046777472,"25-34 lata","Podkarpackie","RZESZOWSKI",5,"2003","14"
"mężczyzna",0.82661869728,"35-44 lata","Podkarpackie","RZESZOWSKI",1,"2003","14"
"mężczyzna",1.104430754304,"35-44 lata","Podkarpackie","RZESZOWSKI",5,"2003","14"
"kobieta",0.812855512,"25-34 lata","Podkarpackie","RZESZOWSKI",1,"2003","14"
"kobieta",0.930468864,"45-59 lat","Podkarpackie","RZESZOWSKI",5,"2003","14"
"mężczyzna",0.88153723616,"do 24 lat","Podkarpackie","RZESZOWSKI",19,"2003","14"
"mężczyzna",0.955203827968,"45-59 lat","Podkarpackie","RZESZOWSKI",2,"2003","14"
"mężczyzna",0.88153723616,"do 24 lat","Podkarpackie","RZESZOWSKI",1,"2003","14"
"kobieta",1.046777472,"25-34 lata","Podkarpackie","RZESZOWSKI",4,"2003","14"
"mężczyzna",1.104430754304,"25-34 lata","Podkarpackie","RZESZOWSKI",7,"2003","14"
"kobieta",1.046777472,"25-34 lata","Podkarpackie","RZESZOWSKI",7,"2003","14"
"kobieta",0.80521344,"35-44 lata","Podkarpackie","RZESZOWSKI",6,"2003","14"
"mężczyzna",0.82661869728,"45-59 lat","Podkarpackie","RZESZOWSKI",7,"2003","14"
"kobieta",0.812855512,"do 24 lat","Podkarpackie","RZESZOWSKI",6,"2003","14"
"mężczyzna",0.88153723616,"do 24 lat","Podkarpackie","RZESZOWSKI",6,"2003","14"
"mężczyzna",0.955203827968,"45-59 lat","Podkarpackie","RZESZOWSKI",5,"2003","14"
"mężczyzna",0.88153723616,"do 24 lat","Podkarpackie","RZESZOWSKI",0,"2003","14"
"kobieta",0.694058976,"25-34 lata","Podlaskie","SUWALSKI",3,"2003","11"
"mężczyzna",0.633341668544,"45-59 lat","Podlaskie","BIAŁOSTOCKI",5,"2003","11"
"mężczyzna",0.732285608832,"25-34 lata","Podlaskie","BIAŁOSTOCKI",15,"2003","11"
"mężczyzna",0.732285608832,"25-34 lata","Podlaskie","BIAŁOSTOCKI",20,"2003","11"
"kobieta",0.57838248,"35-44 lata","Podlaskie","BIAŁOSTOCKI",2,"2003","11"
"kobieta",0.694058976,"25-34 lata","Podlaskie","BIAŁOSTOCKI",6,"2003","11"
"kobieta",0.53389152,"35-44 lata","Podlaskie","BIAŁOSTOCKI",5,"2003","11"
"mężczyzna",0.58449751528,"do 24 lat","Podlaskie","BIAŁOSTOCKI",7,"2003","11"
"mężczyzna",0.56314864256,"do 24 lat","Podlaskie","BIAŁOSTOCKI",10,"2003","11"
"mężczyzna",0.58449751528,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",10,"2003","11"
"kobieta",0.538958546,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",3,"2003","11"
"kobieta",0.538958546,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",12,"2003","11"
"kobieta",0.519272992,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",1,"2003","11"
"kobieta",0.538958546,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",5,"2003","11"
"mężczyzna",0.58449751528,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",10,"2003","11"
"kobieta",0.538958546,"do 24 lat","Podlaskie","SUWALSKI",3,"2003","11"
"mężczyzna",0.56314864256,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",1,"2003","11"
"kobieta",0.538958546,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",2,"2003","11"
"mężczyzna",0.633341668544,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",0,"2003","11"
"kobieta",0.668708352,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",4,"2003","11"
"mężczyzna",0.58794895872,"35-44 lata","Podlaskie","ŁOMŻYŃSKI",20,"2003","11"
"mężczyzna",0.705538750464,"35-44 lata","Podlaskie","ŁOMŻYŃSKI",15,"2003","11"
"kobieta",0.538958546,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",6,"2003","11"
"kobieta",0.694058976,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",2,"2003","11"
"kobieta",0.538958546,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",10,"2003","11"
"mężczyzna",0.705538750464,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",0,"2003","11"
"kobieta",0.519272992,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",15,"2003","11"
"mężczyzna",0.732285608832,"25-34 lata","Podlaskie","SUWALSKI",0,"2003","11"
"mężczyzna",0.58449751528,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",6,"2003","11"
"mężczyzna",0.56314864256,"do 24 lat","Podlaskie","BIAŁOSTOCKI",3,"2003","11"
"mężczyzna",0.633341668544,"45-59 lat","Podlaskie","BIAŁOSTOCKI",2,"2003","11"
"kobieta",0.616941312,"45-59 lat","Podlaskie","BIAŁOSTOCKI",2,"2003","11"
"mężczyzna",0.732285608832,"25-34 lata","Podlaskie","BIAŁOSTOCKI",8,"2003","11"
"kobieta",0.538958546,"do 24 lat","Podlaskie","BIAŁOSTOCKI",2,"2003","11"
"mężczyzna",0.732285608832,"25-34 lata","Podlaskie","BIAŁOSTOCKI",10,"2003","11"
"kobieta",0.694058976,"25-34 lata","Podlaskie","BIAŁOSTOCKI",2,"2003","11"
"mężczyzna",0.633341668544,"45-59 lat","Podlaskie","BIAŁOSTOCKI",10,"2003","11"
"kobieta",0.53389152,"35-44 lata","Podlaskie","BIAŁOSTOCKI",3,"2003","11"
"kobieta",0.538958546,"do 24 lat","Podlaskie","BIAŁOSTOCKI",2,"2003","11"
"kobieta",0.616941312,"45-59 lat","Podlaskie","BIAŁOSTOCKI",2,"2003","11"
"kobieta",0.538958546,"do 24 lat","Podlaskie","BIAŁOSTOCKI",5,"2003","11"
"kobieta",0.538958546,"do 24 lat","Podlaskie","BIAŁOSTOCKI",2,"2003","11"
"mężczyzna",0.58449751528,"25-34 lata","Podlaskie","BIAŁOSTOCKI",5,"2003","11"
"kobieta",0.694058976,"25-34 lata","Podlaskie","BIAŁOSTOCKI",2,"2003","11"
"mężczyzna",0.732285608832,"25-34 lata","Podlaskie","BIAŁOSTOCKI",4,"2003","11"
"mężczyzna",0.61023800736,"35-44 lata","Podlaskie","BIAŁOSTOCKI",20,"2003","11"
"kobieta",0.694058976,"25-34 lata","Podlaskie","BIAŁOSTOCKI",4,"2003","11"
"mężczyzna",0.537160122528,"60-64 lata","Podlaskie","BIAŁOSTOCKI",1,"2003","11"
"mężczyzna",0.58449751528,"do 24 lat","Podlaskie","BIAŁOSTOCKI",10,"2003","11"
"kobieta",0.538958546,"do 24 lat","Podlaskie","BIAŁOSTOCKI",50,"2003","11"
"kobieta",0.57838248,"35-44 lata","Podlaskie","BIAŁOSTOCKI",10,"2003","11"
"mężczyzna",0.58449751528,"do 24 lat","Podlaskie","BIAŁOSTOCKI",30,"2003","11"
"mężczyzna",0.61023800736,"35-44 lata","Podlaskie","BIAŁOSTOCKI",10,"2003","11"
"mężczyzna",0.58449751528,"do 24 lat","Podlaskie","BIAŁOSTOCKI",48,"2003","11"
"kobieta",0.57838248,"35-44 lata","Podlaskie","BIAŁOSTOCKI",5,"2003","11"
"kobieta",0.538958546,"do 24 lat","Podlaskie","BIAŁOSTOCKI",100,"2003","11"
"mężczyzna",0.633341668544,"45-59 lat","Podlaskie","BIAŁOSTOCKI",10,"2003","11"
"kobieta",0.538958546,"do 24 lat","Podlaskie","BIAŁOSTOCKI",28,"2003","11"
"kobieta",0.57838248,"35-44 lata","Podlaskie","BIAŁOSTOCKI",1,"2003","11"
"mężczyzna",0.61023800736,"35-44 lata","Podlaskie","BIAŁOSTOCKI",20,"2003","11"
"mężczyzna",0.732285608832,"25-34 lata","Podlaskie","BIAŁOSTOCKI",3,"2003","11"
"kobieta",0.538958546,"do 24 lat","Podlaskie","BIAŁOSTOCKI",5,"2003","11"
"kobieta",0.694058976,"25-34 lata","Podlaskie","BIAŁOSTOCKI",2,"2003","11"
"mężczyzna",0.61023800736,"35-44 lata","Podlaskie","BIAŁOSTOCKI",4,"2003","11"
"mężczyzna",0.732285608832,"25-34 lata","Podlaskie","BIAŁOSTOCKI",28,"2003","11"
"mężczyzna",0.732285608832,"25-34 lata","Podlaskie","BIAŁOSTOCKI",36,"2003","11"
"mężczyzna",0.58449751528,"do 24 lat","Podlaskie","BIAŁOSTOCKI",10,"2003","11"
"kobieta",0.538958546,"do 24 lat","Podlaskie","BIAŁOSTOCKI",3,"2003","11"
"mężczyzna",0.58449751528,"do 24 lat","Podlaskie","BIAŁOSTOCKI",20,"2003","11"
"kobieta",0.538958546,"do 24 lat","Podlaskie","BIAŁOSTOCKI",5,"2003","11"
"kobieta",0.538958546,"do 24 lat","Podlaskie","BIAŁOSTOCKI",20,"2003","11"
"mężczyzna",0.58449751528,"do 24 lat","Podlaskie","BIAŁOSTOCKI",48,"2003","11"
"mężczyzna",0.633341668544,"45-59 lat","Podlaskie","BIAŁOSTOCKI",0,"2003","11"
"mężczyzna",0.54808413624,"35-44 lata","Podlaskie","BIAŁOSTOCKI",5,"2003","11"
"kobieta",0.57838248,"35-44 lata","Podlaskie","BIAŁOSTOCKI",4,"2003","11"
