"plec","edukacja","wiek","wojewodztwo","podregion66","waga","rok"
"kobieta","podstawowe i niższe","35-44 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",4.8475975968,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Mazowieckie","RADOMSKI",5.4372516408,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Mazowieckie","M.WARSZAWA",1.482642882,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Mazowieckie","WARSZAWSKI WSCHODNI",3.480987636,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Opolskie","NYSKI",2.417864134,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Opolskie","OPOLSKI",0.78276177,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Podkarpackie","KROŚNIEŃSKI",0.801179694,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Podkarpackie","RZESZOWSKI",0.801179694,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Podkarpackie","TARNOBRZESKI",0.801179694,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Podlaskie","ŁOMŻYŃSKI",2.5605007232,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Podlaskie","SUWALSKI",0.626209416,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Pomorskie","GDAŃSKI",2.3786748846,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Pomorskie","SŁUPSKI",0.745925922,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Pomorskie","STAROGARDZKI",3.1163127408,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Pomorskie","TRÓJMIEJSKI",0.953127567,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Śląskie","BIELSKI",2.4993122868,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Śląskie","GLIWICKI",1.1832492952,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Śląskie","KATOWICKI",3.9863252001,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Śląskie","RYBNICKI",1.2919150468,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Śląskie","TYSKI",1.086657516,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Świętokrzyskie","KIELECKI",0.8101840124,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",1.4916472004,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Warmińsko-Mazurskie","ELBLĄSKI",4.0052845392,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Warmińsko-Mazurskie","EŁCKI",1.761981396,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Warmińsko-Mazurskie","OLSZTYŃSKI",3.094211232,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Wielkopolskie","KALISKI",3.199602686,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Wielkopolskie","KONIŃSKI",4.88074986,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Wielkopolskie","LESZCZYŃSKI",0.976149972,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Wielkopolskie","POZNAŃSKI",1.0629188584,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Wielkopolskie","PILSKI",2.0390688304,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Zachodniopomorskie","KOSZALIŃSKI",3.432286872,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Zachodniopomorskie","STARGARDZKI",2.541673512,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Zachodniopomorskie","SZCZECIŃSKI",0.9225333488,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Zachodniopomorskie","M.SZCZECIN",0,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Dolnośląskie","JELENIOGÓRSKI",7.7813147412,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Dolnośląskie","LEGNICKO-GŁOGOWSKI",3.15314264925,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Dolnośląskie","WROCŁAWSKI",4.8953875707,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Dolnośląskie","WAŁBRZYSKI",7.19344068795,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Dolnośląskie","M.WROCŁAW",1.22919120225,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Kujawsko-Pomorskie","GRUDZIĄDZKI",9.405984852,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",5.26984868124,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Kujawsko-Pomorskie","WŁOCŁAWSKI",11.0541131712,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Lubelskie","BIALSKI",0.85130595,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Lubelskie","PUŁAWSKI",3.514947678,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Lubelskie","LUBELSKI",7.122593115,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",3.566026035,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Lubuskie","GORZOWSKI",5.374578231,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Lubuskie","ZIELONOGÓRSKI",6.98780300625,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Łódzkie","ŁÓDZKI",1.77828354,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Łódzkie","PIOTRKOWSKI",1.7026119,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Łódzkie","SIERADZKI",4.593018942,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Łódzkie","SKIERNIEWICKI",6.195615525,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Łódzkie","M. ŁÓDŹ",2.17555965,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Małopolskie","KRAKOWSKI",4.1074566192,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Małopolskie","NOWOSĄDECKI",5.2124517423,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Małopolskie","OŚWIĘCIMSKI",5.2124517423,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Małopolskie","TARNOWSKI",4.018164084,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Małopolskie","M. KRAKÓW",2.567160387,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",6.9602774472,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Mazowieckie","WARSZAWSKI   ZACHODNI",3.217936491,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",6.7338300645,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Mazowieckie","RADOMSKI",5.363227485,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Mazowieckie","M.WARSZAWA",2.741205159,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Mazowieckie","WARSZAWSKI WSCHODNI",5.8637953836,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Opolskie","NYSKI",2.89444023,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Opolskie","OPOLSKI",4.8401472735,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Podkarpackie","KROŚNIEŃSKI",5.1844532355,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Podkarpackie","PRZEMYSKI",2.2219085295,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Podkarpackie","RZESZOWSKI",0.7406361765,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Podkarpackie","TARNOBRZESKI",4.12287471585,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Podlaskie","BIAŁOSTOCKI",4.373820792,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Podlaskie","ŁOMŻYŃSKI",4.6499108832,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Podlaskie","SUWALSKI",3.5826737958,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Pomorskie","GDAŃSKI",6.52015227105,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Pomorskie","SŁUPSKI",0.7508518479,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Pomorskie","STAROGARDZKI",4.137346917,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Pomorskie","TRÓJMIEJSKI",4.4661816322425,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Śląskie","BIELSKI",4.2079107213,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Śląskie","BYTOMSKI",5.1119976402,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Śląskie","CZĘSTOCHOWSKI",2.2881212145,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Śląskie","GLIWICKI",2.2881212145,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Śląskie","KATOWICKI",3.8730637143,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Śląskie","RYBNICKI",3.6944786439,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Śląskie","SOSNOWIECKI",2.4778678518,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Śląskie","TYSKI",2.1988286793,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Świętokrzyskie","KIELECKI",3.779798418,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",4.37196683682,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Warmińsko-Mazurskie","ELBLĄSKI",5.005678986,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Warmińsko-Mazurskie","EŁCKI",7.265886209064,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Warmińsko-Mazurskie","OLSZTYŃSKI",8.1282692106,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Wielkopolskie","KALISKI",9.575099616654,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Wielkopolskie","KONIŃSKI",7.3704491181,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Wielkopolskie","LESZCZYŃSKI",8.6328098703,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Wielkopolskie","POZNAŃSKI",3.6897491664,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Wielkopolskie","PILSKI",1.8849805524,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Wielkopolskie","M. POZNAŃ",2.306093229,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Zachodniopomorskie","KOSZALIŃSKI",8.47249950096,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Zachodniopomorskie","STARGARDZKI",8.9720079966,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Zachodniopomorskie","SZCZECIŃSKI",3.132805896,"2007"
"kobieta","podstawowe i niższe","45-59 lat","Zachodniopomorskie","M.SZCZECIN",2.001514878,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Dolnośląskie","JELENIOGÓRSKI",0.775751328,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Dolnośląskie","LEGNICKO-GŁOGOWSKI",1.9307588608,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Dolnośląskie","WROCŁAWSKI",1.551502656,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Dolnośląskie","WAŁBRZYSKI",3.4215513176,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Kujawsko-Pomorskie","GRUDZIĄDZKI",1.208249856,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",0.771937408,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Kujawsko-Pomorskie","WŁOCŁAWSKI",2.484430203904,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Lubelskie","BIALSKI",1.3730112,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Lubelskie","PUŁAWSKI",2.0595168,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Lubelskie","LUBELSKI",2.99774112,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",2.0595168,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Lubuskie","GORZOWSKI",1.2101123925,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Lubuskie","ZIELONOGÓRSKI",0.61213416,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Łódzkie","ŁÓDZKI",0.6865056,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Łódzkie","PIOTRKOWSKI",1.50268448,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Łódzkie","SIERADZKI",2.80704512,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Łódzkie","SKIERNIEWICKI",1.3730112,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Łódzkie","M. ŁÓDŹ",1.7544032,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Małopolskie","KRAKOWSKI",0.810076608,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Małopolskie","NOWOSĄDECKI",2.5832442944,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Małopolskie","OŚWIĘCIMSKI",1.620153216,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Małopolskie","TARNOWSKI",2.430229824,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Małopolskie","M. KRAKÓW",1.035097888,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",3.0178786176,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",2.7583795008,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",1.8068827392,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Mazowieckie","RADOMSKI",1.8068827392,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Mazowieckie","M.WARSZAWA",2.210548032,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Mazowieckie","WARSZAWSKI WSCHODNI",2.9986564608,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Opolskie","NYSKI",0.58352976,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Opolskie","OPOLSKI",2.619400256,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Podkarpackie","KROŚNIEŃSKI",1.194519744,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Podkarpackie","PRZEMYSKI",1.791779616,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Podkarpackie","RZESZOWSKI",3.1654773216,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Podkarpackie","TARNOBRZESKI",1.360425264,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Podlaskie","BIAŁOSTOCKI",0.5083192576,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Podlaskie","ŁOMŻYŃSKI",0,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Podlaskie","SUWALSKI",0.933647616,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Pomorskie","GDAŃSKI",1.7670654144,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Pomorskie","STAROGARDZKI",0.6611048928,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Pomorskie","TRÓJMIEJSKI",1.421066592,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Śląskie","BIELSKI",4.2934060224,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Śląskie","BYTOMSKI",1.0530995904,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Śląskie","CZĘSTOCHOWSKI",2.430229824,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Śląskie","GLIWICKI",1.035097888,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Śląskie","KATOWICKI",2.0881974784,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Śląskie","RYBNICKI",0.9630910784,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Śląskie","SOSNOWIECKI",3.9963779328,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Świętokrzyskie","KIELECKI",2.314286656,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",0.508014144,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Warmińsko-Mazurskie","ELBLĄSKI",3.1306813692,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Warmińsko-Mazurskie","OLSZTYŃSKI",2.4155843712,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Wielkopolskie","KALISKI",1.455391872,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Wielkopolskie","KONIŃSKI",2.910783744,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Wielkopolskie","LESZCZYŃSKI",0.727695936,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Wielkopolskie","POZNAŃSKI",1.657529632,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Wielkopolskie","PILSKI",1.5200759552,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Wielkopolskie","M. POZNAŃ",0,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Zachodniopomorskie","KOSZALIŃSKI",1.3193112064,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Zachodniopomorskie","STARGARDZKI",2.0070372608,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Zachodniopomorskie","SZCZECIŃSKI",0.631585152,"2007"
"kobieta","podstawowe i niższe","60-64 lata","Zachodniopomorskie","M.SZCZECIN",0.807025472,"2007"
"kobieta","podstawowe i niższe","65+ lat","Dolnośląskie","JELENIOGÓRSKI",12.26224924,"2007"
"kobieta","podstawowe i niższe","65+ lat","Dolnośląskie","LEGNICKO-GŁOGOWSKI",7.13554094,"2007"
"kobieta","podstawowe i niższe","65+ lat","Dolnośląskie","WROCŁAWSKI",13.085430117,"2007"
"kobieta","podstawowe i niższe","65+ lat","Dolnośląskie","WAŁBRZYSKI",9.8349098,"2007"
"kobieta","podstawowe i niższe","65+ lat","Dolnośląskie","M.WROCŁAW",14.4384846,"2007"
"kobieta","podstawowe i niższe","65+ lat","Kujawsko-Pomorskie","GRUDZIĄDZKI",9.032784112,"2007"
"kobieta","podstawowe i niższe","65+ lat","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",8.62049936,"2007"
"kobieta","podstawowe i niższe","65+ lat","Kujawsko-Pomorskie","WŁOCŁAWSKI",16.77594688,"2007"
"kobieta","podstawowe i niższe","65+ lat","Lubelskie","BIALSKI",10.453411,"2007"
"kobieta","podstawowe i niższe","65+ lat","Lubelskie","PUŁAWSKI",15.638451,"2007"
"kobieta","podstawowe i niższe","65+ lat","Lubelskie","LUBELSKI",8.564575,"2007"
"kobieta","podstawowe i niższe","65+ lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",23.804889,"2007"
"kobieta","podstawowe i niższe","65+ lat","Lubuskie","GORZOWSKI",4.10405175,"2007"
"kobieta","podstawowe i niższe","65+ lat","Lubuskie","ZIELONOGÓRSKI",9.1525215,"2007"
"kobieta","podstawowe i niższe","65+ lat","Łódzkie","ŁÓDZKI",7.203502,"2007"
"kobieta","podstawowe i niższe","65+ lat","Łódzkie","PIOTRKOWSKI",14.953285,"2007"
"kobieta","podstawowe i niższe","65+ lat","Łódzkie","SIERADZKI",15.388458,"2007"
"kobieta","podstawowe i niższe","65+ lat","Łódzkie","SKIERNIEWICKI",14.036644,"2007"
"kobieta","podstawowe i niższe","65+ lat","Łódzkie","M. ŁÓDŹ",13.842205,"2007"
"kobieta","podstawowe i niższe","65+ lat","Małopolskie","KRAKOWSKI",22.1790086,"2007"
"kobieta","podstawowe i niższe","65+ lat","Małopolskie","NOWOSĄDECKI",22.24335865,"2007"
"kobieta","podstawowe i niższe","65+ lat","Małopolskie","OŚWIĘCIMSKI",10.029103141,"2007"
"kobieta","podstawowe i niższe","65+ lat","Małopolskie","TARNOWSKI",7.17813234,"2007"
"kobieta","podstawowe i niższe","65+ lat","Małopolskie","M. KRAKÓW",8.7951241,"2007"
"kobieta","podstawowe i niższe","65+ lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",13.05463446,"2007"
"kobieta","podstawowe i niższe","65+ lat","Mazowieckie","WARSZAWSKI   ZACHODNI",14.32626552,"2007"
"kobieta","podstawowe i niższe","65+ lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",22.79272312,"2007"
"kobieta","podstawowe i niższe","65+ lat","Mazowieckie","RADOMSKI",15.66789462,"2007"
"kobieta","podstawowe i niższe","65+ lat","Mazowieckie","M.WARSZAWA",4.0248873,"2007"
"kobieta","podstawowe i niższe","65+ lat","Mazowieckie","WARSZAWSKI WSCHODNI",14.13960408,"2007"
"kobieta","podstawowe i niższe","65+ lat","Opolskie","NYSKI",14.445030713,"2007"
"kobieta","podstawowe i niższe","65+ lat","Opolskie","OPOLSKI",6.50861405,"2007"
"kobieta","podstawowe i niższe","65+ lat","Podkarpackie","KROŚNIEŃSKI",9.24751884,"2007"
"kobieta","podstawowe i niższe","65+ lat","Podkarpackie","PRZEMYSKI",9.23946351,"2007"
"kobieta","podstawowe i niższe","65+ lat","Podkarpackie","RZESZOWSKI",10.77803154,"2007"
"kobieta","podstawowe i niższe","65+ lat","Podkarpackie","TARNOBRZESKI",11.14052139,"2007"
"kobieta","podstawowe i niższe","65+ lat","Podlaskie","BIAŁOSTOCKI",11.15042852,"2007"
"kobieta","podstawowe i niższe","65+ lat","Podlaskie","ŁOMŻYŃSKI",13.61850756,"2007"
"kobieta","podstawowe i niższe","65+ lat","Podlaskie","SUWALSKI",5.2572602,"2007"
"kobieta","podstawowe i niższe","65+ lat","Pomorskie","GDAŃSKI",1.60495506,"2007"
"kobieta","podstawowe i niższe","65+ lat","Pomorskie","SŁUPSKI",9.176743044,"2007"
"kobieta","podstawowe i niższe","65+ lat","Pomorskie","STAROGARDZKI",5.96983284,"2007"
"kobieta","podstawowe i niższe","65+ lat","Pomorskie","TRÓJMIEJSKI",7.70228433,"2007"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","BIELSKI",16.0060333,"2007"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","BYTOMSKI",4.52320668,"2007"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","CZĘSTOCHOWSKI",7.24368606,"2007"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","GLIWICKI",7.998646402,"2007"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","KATOWICKI",9.8721717196,"2007"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","RYBNICKI",9.78935552,"2007"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","SOSNOWIECKI",19.0732486,"2007"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","TYSKI",7.71348772,"2007"
"kobieta","podstawowe i niższe","65+ lat","Świętokrzyskie","KIELECKI",21.02089288,"2007"
"kobieta","podstawowe i niższe","65+ lat","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",17.25213752,"2007"
"kobieta","podstawowe i niższe","65+ lat","Warmińsko-Mazurskie","ELBLĄSKI",13.89072216,"2007"
"kobieta","podstawowe i niższe","65+ lat","Warmińsko-Mazurskie","EŁCKI",8.41531992,"2007"
"kobieta","podstawowe i niższe","65+ lat","Warmińsko-Mazurskie","OLSZTYŃSKI",13.2616449756,"2007"
"kobieta","podstawowe i niższe","65+ lat","Wielkopolskie","TYSKI",0.8833086,"2007"
