"plec","edukacja","wiek","wojewodztwo","podregion66","waga","rok"
"mężczyzna","wyższe i policealne","35-44 lata","Lubelskie","PUŁAWSKI",1.2434529492,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Lubelskie","LUBELSKI",10.0506284046,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",2.3738647212,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Lubuskie","GORZOWSKI",2.8064849274,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Lubuskie","ZIELONOGÓRSKI",0.9325897119,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Łódzkie","PIOTRKOWSKI",1.2434529492,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Łódzkie","SIERADZKI",0,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Łódzkie","M. ŁÓDŹ",5.2120434366,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Małopolskie","KRAKOWSKI",1.222936503768,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Małopolskie","NOWOSĄDECKI",2.687717739168,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Małopolskie","OŚWIĘCIMSKI",1.343858869584,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Małopolskie","TARNOWSKI",0,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Małopolskie","M. KRAKÓW",3.15395448984,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",5.469650545464,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",5.612082428736,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",0,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Mazowieckie","RADOMSKI",5.05167286932,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Mazowieckie","M.WARSZAWA",10.072729539432,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Mazowieckie","WARSZAWSKI WSCHODNI",1.30451631408,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Opolskie","NYSKI",2.01778501302,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Opolskie","OPOLSKI",3.46714193826,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Podkarpackie","KROŚNIEŃSKI",1.991732719284,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Podkarpackie","PRZEMYSKI",1.900739853936,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Podkarpackie","RZESZOWSKI",3.336864622686,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Podkarpackie","TARNOBRZESKI",2.07261526626,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Podlaskie","BIAŁOSTOCKI",6.8237951057136,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Podlaskie","ŁOMŻYŃSKI",0.90876654792,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Pomorskie","GDAŃSKI",0,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Pomorskie","SŁUPSKI",1.007196888852,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Pomorskie","STAROGARDZKI",1.9735458981588,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Pomorskie","TRÓJMIEJSKI",9.535852617606,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Śląskie","BIELSKI",2.69893734012,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Śląskie","BYTOMSKI",0,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Śląskie","CZĘSTOCHOWSKI",1.562641088148,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Śląskie","GLIWICKI",1.4336156772,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Śląskie","KATOWICKI",3.038018613336,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Śląskie","RYBNICKI",1.604402936136,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Śląskie","SOSNOWIECKI",4.477867402176,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Śląskie","TYSKI",1.57697724492,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Świętokrzyskie","KIELECKI",5.71872146076,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",0.77396230296,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Warmińsko-Mazurskie","ELBLĄSKI",4.080385042272,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Warmińsko-Mazurskie","OLSZTYŃSKI",3.065169625056,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Wielkopolskie","KALISKI",4.7230674494976,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Wielkopolskie","KONIŃSKI",1.318060126152,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Wielkopolskie","LESZCZYŃSKI",2.636120252304,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Wielkopolskie","M. POZNAŃ",3.99225518244,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Zachodniopomorskie","KOSZALIŃSKI",1.250890424784,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Zachodniopomorskie","STARGARDZKI",1.047754372896,"2007"
"mężczyzna","wyższe i policealne","35-44 lata","Zachodniopomorskie","SZCZECIŃSKI",1.047754372896,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Dolnośląskie","JELENIOGÓRSKI",2.597842298502,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Dolnośląskie","LEGNICKO-GŁOGOWSKI",0,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Dolnośląskie","WROCŁAWSKI",4.3267206947778,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Dolnośląskie","M.WROCŁAW",2.79207349839,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Kujawsko-Pomorskie","GRUDZIĄDZKI",2.949564062016,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",3.251653737948,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Kujawsko-Pomorskie","WŁOCŁAWSKI",0,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Lubelskie","BIALSKI",1.1494877427,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Lubelskie","PUŁAWSKI",0.966858849,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Lubelskie","LUBELSKI",7.3864684575,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",5.0237595144,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Lubuskie","GORZOWSKI",1.667831514525,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Lubuskie","ZIELONOGÓRSKI",2.457432907875,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Łódzkie","ŁÓDZKI",3.1593821985,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Łódzkie","PIOTRKOWSKI",2.2989754854,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Łódzkie","SIERADZKI",2.28852559683,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Łódzkie","SKIERNIEWICKI",1.1494877427,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Łódzkie","M. ŁÓDŹ",9.6363598617,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Małopolskie","KRAKOWSKI",5.1768904235796,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Małopolskie","NOWOSĄDECKI",2.17806929802,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Małopolskie","OŚWIĘCIMSKI",1.356395536386,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Małopolskie","TARNOWSKI",1.483161474366,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Małopolskie","M. KRAKÓW",15.45392025738,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",2.43648429948,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Mazowieckie","WARSZAWSKI   ZACHODNI",3.7509552735732,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",2.544772490568,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Mazowieckie","M.WARSZAWA",18.293936281929,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Mazowieckie","WARSZAWSKI WSCHODNI",7.3909151512812,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Opolskie","NYSKI",0.89488157913,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Opolskie","OPOLSKI",5.09534613423,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Podkarpackie","KROŚNIEŃSKI",1.000054336149,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Podkarpackie","PRZEMYSKI",3.750416176518,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Podkarpackie","RZESZOWSKI",4.113222634917,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Podkarpackie","TARNOBRZESKI",2.757159151065,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Podlaskie","BIAŁOSTOCKI",4.04772038946,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Podlaskie","ŁOMŻYŃSKI",0.71059242276,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Podlaskie","SUWALSKI",1.439115682356,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Pomorskie","GDAŃSKI",2.645325810864,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Pomorskie","SŁUPSKI",2.552771050137,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Pomorskie","STAROGARDZKI",2.426200437177,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Pomorskie","TRÓJMIEJSKI",10.777487693544,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Śląskie","BIELSKI",2.839557010752,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Śląskie","GLIWICKI",5.526418687119,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Śląskie","KATOWICKI",4.272012109926,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Śląskie","RYBNICKI",2.839557010752,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Śląskie","SOSNOWIECKI",6.883390432314,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Śląskie","TYSKI",2.624054916186,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Świętokrzyskie","KIELECKI",3.130747550568,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",0.77329175418,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Warmińsko-Mazurskie","ELBLĄSKI",2.0126016605772,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Warmińsko-Mazurskie","EŁCKI",1.754031103272,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Warmińsko-Mazurskie","OLSZTYŃSKI",1.933600502988,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Wielkopolskie","KALISKI",3.3295864676778,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Wielkopolskie","KONIŃSKI",2.436914014524,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Wielkopolskie","LESZCZYŃSKI",2.140840349208,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Wielkopolskie","POZNAŃSKI",4.293068147082,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Wielkopolskie","M. POZNAŃ",6.42873238326,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Zachodniopomorskie","KOSZALIŃSKI",5.1701204583864,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Zachodniopomorskie","SZCZECIŃSKI",1.057528723284,"2007"
"mężczyzna","wyższe i policealne","45-59 lat","Zachodniopomorskie","M.SZCZECIN",2.27319258276,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Dolnośląskie","LEGNICKO-GŁOGOWSKI",1.673992609344,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Dolnośląskie","WAŁBRZYSKI",1.047469059648,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Dolnośląskie","M.WROCŁAW",1.12578450336,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",1.67373271296,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Kujawsko-Pomorskie","WŁOCŁAWSKI",1.515715711488,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Lubelskie","PUŁAWSKI",0.9269637696,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",0.779689152,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Lubuskie","GORZOWSKI",0.6367461408,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Lubuskie","ZIELONOGÓRSKI",1.44437415408,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Łódzkie","ŁÓDZKI",0.9269637696,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Łódzkie","SIERADZKI",0.9269637696,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Łódzkie","M. ŁÓDŹ",0.996269472,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Małopolskie","NOWOSĄDECKI",1.001813928192,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Małopolskie","OŚWIĘCIMSKI",1.001813928192,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Małopolskie","M. KRAKÓW",0,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Mazowieckie","RADOMSKI",1.25529953472,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Mazowieckie","M.WARSZAWA",3.580332585984,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Opolskie","NYSKI",0,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Podkarpackie","RZESZOWSKI",0.738625523328,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Pomorskie","GDAŃSKI",1.501681306752,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Pomorskie","TRÓJMIEJSKI",3.978753742656,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Śląskie","KATOWICKI",1.17559797696,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Śląskie","RYBNICKI",2.0039066543232,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Śląskie","SOSNOWIECKI",1.093817248128,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Śląskie","TYSKI",1.921847127552,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Świętokrzyskie","KIELECKI",1.89117935424,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",0.57114199296,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Warmińsko-Mazurskie","OLSZTYŃSKI",1.48188192768,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Wielkopolskie","KALISKI",0.82647050112,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Wielkopolskie","KONIŃSKI",1.965163191552,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Zachodniopomorskie","KOSZALIŃSKI",0.781075266048,"2007"
"mężczyzna","wyższe i policealne","60-64 lata","Zachodniopomorskie","STARGARDZKI",0,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Dolnośląskie","JELENIOGÓRSKI",4.9789063566,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Dolnośląskie","WROCŁAWSKI",1.2714629598,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Dolnośląskie","WAŁBRZYSKI",1.155875418,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Dolnośląskie","M.WROCŁAW",2.733051222,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Kujawsko-Pomorskie","GRUDZIĄDZKI",1.8230156208,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",5.32098468,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Kujawsko-Pomorskie","WŁOCŁAWSKI",3.0386397888,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Lubelskie","PUŁAWSKI",2.1557349,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Lubelskie","LUBELSKI",2.23986114,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",2.1557349,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Lubuskie","GORZOWSKI",3.4051768605,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Lubuskie","ZIELONOGÓRSKI",2.19110616,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Łódzkie","PIOTRKOWSKI",1.12518846,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Łódzkie","SKIERNIEWICKI",2.240147934,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Łódzkie","M. ŁÓDŹ",4.8372588,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Małopolskie","KRAKOWSKI",1.3277223828,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Małopolskie","NOWOSĄDECKI",2.42103464568,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Małopolskie","M. KRAKÓW",1.426991346,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",1.2984885144,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Mazowieckie","RADOMSKI",6.95618847,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Mazowieckie","M.WARSZAWA",10.3443683994,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Mazowieckie","WARSZAWSKI WSCHODNI",1.1816486388,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Opolskie","NYSKI",2.782284192,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Opolskie","OPOLSKI",2.002204512,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Podkarpackie","KROŚNIEŃSKI",1.875489363,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Podkarpackie","RZESZOWSKI",2.1408024924,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Podlaskie","BIAŁOSTOCKI",1.51673492448,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Podlaskie","ŁOMŻYŃSKI",0.643565736,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Podlaskie","SUWALSKI",1.4606992008,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Pomorskie","GDAŃSKI",1.8228053052,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Pomorskie","SŁUPSKI",1.5316520364,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Pomorskie","STAROGARDZKI",0.9114026526,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Pomorskie","TRÓJMIEJSKI",4.8888195813,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Śląskie","BIELSKI",2.9036171736,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Śląskie","CZĘSTOCHOWSKI",2.543767182,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Śląskie","GLIWICKI",1.426991346,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Śląskie","KATOWICKI",2.7547137288,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Śląskie","RYBNICKI",1.3277223828,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Śląskie","SOSNOWIECKI",1.3277223828,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Śląskie","TYSKI",2.543767182,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Świętokrzyskie","KIELECKI",2.6765432442,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",0.8326394604,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Warmińsko-Mazurskie","ELBLĄSKI",0.7877657592,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Warmińsko-Mazurskie","EŁCKI",0,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Warmińsko-Mazurskie","OLSZTYŃSKI",1.899149868,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Wielkopolskie","KALISKI",0,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Wielkopolskie","KONIŃSKI",1.1926997676,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Wielkopolskie","M. POZNAŃ",1.281873582,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Zachodniopomorskie","KOSZALIŃSKI",0.870706584,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Zachodniopomorskie","STARGARDZKI",1.97465699232,"2007"
"mężczyzna","wyższe i policealne","65+ lat","Zachodniopomorskie","M.SZCZECIN",3.337708572,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Dolnośląskie","JELENIOGÓRSKI",1.300532142,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Dolnośląskie","LEGNICKO-GŁOGOWSKI",2.515982742,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Dolnośląskie","WAŁBRZYSKI",2.515982742,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Dolnośląskie","M.WROCŁAW",2.698300332,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",1.08852744,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Kujawsko-Pomorskie","WŁOCŁAWSKI",4.647538896,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Lubelskie","BIALSKI",0.968058,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Lubelskie","PUŁAWSKI",0,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Lubelskie","LUBELSKI",0.968058,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Lubuskie","ZIELONOGÓRSKI",0.7260435,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Łódzkie","ŁÓDZKI",1.0541076,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Łódzkie","PIOTRKOWSKI",1.1509134,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Łódzkie","SKIERNIEWICKI",1.0541076,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Łódzkie","M. ŁÓDŹ",1.236963,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Małopolskie","KRAKOWSKI",1.14230844,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Małopolskie","NOWOSĄDECKI",3.285911538,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Małopolskie","TARNOWSKI",2.28461688,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",1.450150884,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",1.21975308,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",1.2063492,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Mazowieckie","WARSZAWSKI WSCHODNI",1.21975308,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Opolskie","OPOLSKI",0.97827639,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Podkarpackie","RZESZOWSKI",1.68442092,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Podkarpackie","TARNOBRZESKI",1.843505118,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Podlaskie","BIAŁOSTOCKI",1.68226968,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Podlaskie","ŁOMŻYŃSKI",1.31655888,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Podlaskie","SUWALSKI",0.65827944,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Pomorskie","SŁUPSKI",2.391347934,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Pomorskie","STAROGARDZKI",0.78412698,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Śląskie","BYTOMSKI",1.485000972,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Śląskie","CZĘSTOCHOWSKI",1.14230844,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Śląskie","KATOWICKI",1.45961634,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Śląskie","RYBNICKI",1.243846968,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Śląskie","SOSNOWIECKI",2.487693936,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",0.71636292,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Warmińsko-Mazurskie","ELBLĄSKI",2.511787824,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Warmińsko-Mazurskie","OLSZTYŃSKI",1.62633744,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Wielkopolskie","KALISKI",4.697447664,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Wielkopolskie","LESZCZYŃSKI",1.02614148,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Wielkopolskie","POZNAŃSKI",1.219968204,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Zachodniopomorskie","KOSZALIŃSKI",0.89061336,"2007"
"kobieta","podstawowe i niższe","25-34 lata","Zachodniopomorskie","STARGARDZKI",1.78122672,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Dolnośląskie","JELENIOGÓRSKI",2.2777855898,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Dolnośląskie","LEGNICKO-GŁOGOWSKI",3.4340219298,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Dolnośląskie","WROCŁAWSKI",1.040612706,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Dolnośląskie","WAŁBRZYSKI",3.410897203,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Kujawsko-Pomorskie","GRUDZIĄDZKI",4.27705124,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",2.7283084752,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Kujawsko-Pomorskie","WŁOCŁAWSKI",4.3490857872,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Lubelskie","BIALSKI",2.84454604,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Lubelskie","LUBELSKI",1.8417924,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",2.7626886,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Lubuskie","GORZOWSKI",0.69067215,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Lubuskie","ZIELONOGÓRSKI",2.7626886,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Łódzkie","PIOTRKOWSKI",2.01573946,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Łódzkie","SIERADZKI",1.09484326,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Łódzkie","SKIERNIEWICKI",0.9208962,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Małopolskie","NOWOSĄDECKI",2.173315032,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Małopolskie","M. KRAKÓW",1.388506826,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",1.160329212,"2007"
"kobieta","podstawowe i niższe","35-44 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",1.160329212,"2007"
